patient_id,given_name,surname,street_number,address_1,phone_number,address_2,postcode_updated,state_updated,suburb_updated,dob_updated,age_final
293510,tyler,able,154.0,marcus clarke street,02 00493853,None,3333,vic,wanniasa,1980,40
209847,noah,pascoe,100.0,lukey place,03 36755065,None,3718,vic,st lucia,1936,84
544717,gabriella,forby,69.0,gamban square,07 44665388,None,2220,nsw,avalon,1962,58
554162,matthew,stoneman,48.0,lilley street,03 08427093,dudley specialist medical centre,2482,nsw,campbellfield,1939,81
924899,chloe,white,5.0,westgarth street,02 59777119,None,3350,vic,mount isa,1941,79
396037,charlie,tj,7.0,lathlain street,07 40307406,None,6105,wa,killara,1912,108
176329,jessica,poore,66.0,caley crescent,04 68799455,walungurru community,2340,nsw,kingsron,1942,78
131007,samuel,wilkins,130.0,bundey street,03 89817163,cadogan,4030,qld,nabowla,1989,31
794892,jack,rudd,15.0,fullagar crescent,08 82441233,None,2204,nsw,boulder,1903,117
416397,harrison,riddell,14.0,northbourne avenue,04 22647597,hobbit hole,3046,vic,tweed heads,1907,113
112323,bailee,kothe,212.0,allchin circuit,08 03856823,yurambi village,4157,qld,wahroonga,1907,113
997767,edward,baillie,8.0,majura avenue,04 21767460,None,4118,qld,bayview,1937,83
212356,lucy,gaylard,11.0,goldie place,03 14241286,None,2560,nsw,belmont,1970,50
735232,makenzie,inge,2.0,bokhara circuit,07 86096641,forestvale,3777,vic,bonny hills,1909,111
304451,pace,herbert,70.0,weddin circuit,08 69847826,None,4118,qld,bayswater,1920,100
378600,adrian,carcuro,24.0,mountain circuit,02 63390256,None,3152,vic,wurruk,1939,81
655655,sophie,nicolle,50.0,None,08 95110922,brightwater villas,3936,vic,brighton-le-sands,1901,119
154624,jaden,foenander,132.0,sommers street,07 18797827,None,4053,qld,mount colah,1956,64
503322,None,bilecki,331.0,creswell street,02 29328661,villa 147,3038,vic,kingston,1987,33
334565,emiily,fogliano,9.0,massie place,04 80313027,the ponderosa,2106,nsw,bayswater north,1926,94
168008,nathan,steed,2.0,paul coe crescent,04 79128060,yellow dam,2034,nsw,maroota south,1961,59
477539,emma,browne,2.0,None,08 33976088,None,6071,wa,westmeadows,1905,115
216492,sophie,jeffries,196.0,fowles street,02 57493320,None,5013,sa,salisbury east,1926,94
172240,benjamin,tantschev,28.0,stokes street,07 41709752,None,3351,vic,revesby,1961,59
426459,jessica,clarke,119.0,None,04 13493537,None,3044,vic,taigum,1921,99
825947,james,hilton,78.0,kenyon circuit,08 42539307,None,3568,vic,craigmore,1914,106
372900,patrick,clarke,30.0,wehl place,07 16098552,ferndale,4218,qld,eglinton,1919,101
561227,mitchell,wyllie,20.0,fernie place,04 68408278,None,3146,vic,clayfield,1914,106
398522,kelsea,collins hartley,39.0,macquarie street,07 65637383,None,2107,nsw,korora,1923,97
235327,sophie,chandler,57.0,couchman crescent,07 08478534,None,2500,nsw,cranbourne,1923,97
749991,kylie,wyllie,29.0,beaufort retreat,03 49166740,None,3121,vic,glenwood,1916,104
942981,kobe,campbell,17.0,giles street,02 93280129,None,4790,qld,penshurst,1974,46
265575,miller,rees,4.0,throssell street,04 67043924,rosetta village,4868,qld,alberton,1996,24
960226,henry,ellem,43.0,lewis luxton avenue,08 31238581,None,3820,vic,penguin,1966,54
599499,thomas,ryan,1.0,john cleland crescent,02 22466534,myona,2170,nsw,miami,1950,70
593948,xani,wardle,90.0,wakefield avenue,02 24210783,None,3268,vic,bondi junction,1988,32
407257,indyana,huster,54.0,copland drive,04 80767618,None,2026,nsw,smithfield,1950,70
698357,jinni,huddy,8.0,swanton street,07 08676581,hse 139,4740,qld,crafers,1955,65
329189,katherine,battisson,19.0,knaggs crescent,08 11685934,None,5173,sa,ngunnawal,1945,75
498465,alyssa,shepherd,158.0,namatjira drive,08 96028163,None,2205,nsw,moe,1983,37
351051,shane,burgar,29.0,warrumbul street,03 20425107,None,2065,nsw,chester hill,1975,45
749829,samuel,lamdin,24.0,o'connell street,02 30145751,None,4306,qld,palmerston,1910,110
813936,samuel,matthews,57.0,port jackson circuit,03 01193654,None,3496,vic,maryborough,1972,48
611778,boulter,alyssa,61.0,None,07 62851127,None,2832,nsw,lalor patk,1924,96
880641,tori,reuter,22.0,paul coe crescent,03 19568550,None,6057,wa,bridgewater,1979,41
371830,oliver,matthews,20.0,namatjira drive,07 45424050,None,3108,vic,sunshine,1917,103
605629,jasmine,venable,40.0,marshall street,07 72477366,lamington national,5501,sa,campsie,1973,47
415507,giorgia,svihla,705.0,jennings street,03 84801326,glendale stud,2027,nsw,kotara,1987,33
459687,harridon,blof,73.0,None,08 48623085,ruffenuff,5008,sa,wantirna,1986,34
756021,joshua,gilbertson,0.0,northbourne avenue,08 31535997,None,3156,vic,broadbeach waters,1939,81
275915,jesd,nguyen,382.0,renny place,03 41506632,None,2250,nsw,bibra lake,1934,86
719961,allegra,block,89.0,macfarland crescent,08 92427787,None,2261,nsw,seven hills,1998,22
554179,natalia,berryman,3.0,besant street,07 51867085,brentwood village,2747,nsw,mulgrave east,1987,33
142828,jacob,singleton,76.0,hodges street,04 97669319,summer hill,4507,qld,scarborough,1936,84
935036,ebonie,manson,30.0,provis place,02 93509073,None,3230,vic,surfers paradise,1930,90
372670,keelin,campbell,10.0,baracchi crescent,08 43362583,None,4740,qld,st albans,1915,105
955342,jai,white,9.0,herman close,04 91551657,None,4069,qld,south melbourne,1916,104
125592,None,whitters,33.0,mcdougall street,08 96234523,None,6155,wa,adamstown,1997,23
391126,timothy,tomney,72.0,rafferty street,0,north road,3205,vic,netley,1987,33
886639,samuel,lette,29.0,o'neill street,07 33095087,homelands caravan park,6560,wa,christies beach,1900,120
332041,oliver,frahn,1.0,westgarth street,08 78366153,None,5157,sa,mermaid waters,1933,87
450877,charlotte,ryan,159.0,loban court,03 13354304,university shores,3631,vic,valentine,1956,64
854296,alisha,wheatley,14.0,salsola street,02 80109860,yarrum heights,2456,nsw,raby,1969,51
224982,brooke,ramachandra,1.0,condell street,08 19488999,None,3115,vic,cooks hill,1966,54
356911,elizabeth,tilker,72.0,galan place,02 44764743,rsd frareen,4110,qld,scarborough,1981,39
168619,jared,singleton,141.0,trumble street,03 96106616,horse park,2905,act,st clair,1924,96
784688,jessica,glass,17.0,de little circuit,02 26238657,st vincent hosp,3337,vic,figtree,1928,92
408623,william,sherriff,6.0,kalgoorlie crescent,03 94225289,argyle,6149,wa,parap,1935,85
601643,jacynta,minter,1.0,whittell crescent,08 92220313,None,4701,qld,pakenham,1973,47
251175,krystin,carbone,19.0,clarnette place,02 68865129,None,4869,qld,greensborough,1955,65
270963,kai,campbell,14.0,toms crescent,02 31449585,None,7310,tas,toowoomba,1974,46
241826,jacob,white,14.0,dennes place,08 07420096,brentwood vlge,2484,nsw,smithfield,1978,42
855343,jack,szepessy,131.0,nemarang crescent,02 56836711,None,4304,qld,brighton,1965,55
967869,charlotte,mcfadden,49.0,antis street,02 98615109,cascades,2119,nsw,bargara,1919,101
198540,joshua,white,167.0,armstrong crescent,08 29305244,None,2831,nsw,preston,1973,47
959414,abbey,cropper,17.0,bowden crescent,02 90211615,pangani,6237,wa,ringwood,1920,100
727035,polly,hilton,1.0,deamer crescent,04 64456961,None,2612,act,salisbury,1955,65
286994,jonah,pendrill,3.0,darwinia terrace,02 85087887,tinaroo falls,2160,nsw,dapto,1992,28
410375,antonio,fitzpatrick,116.0,connelly place,08 64958032,thornbrook,3137,vic,marsden,1906,114
129301,talena,jolly,29.0,dooland court,07 33922141,None,2154,nsw,port lincoln,1927,93
322724,callum,ryn,46.0,fawkner street,08 77386999,beechworth,2300,nsw,burleig h wsters,1933,87
614003,joshua,freeborn,6.0,None,04 93742042,bell bird park,2113,nsw,auburn,1938,82
293783,april,rawlinfs,17.0,degraves cvescent,08 54683587,bogandina prop,6522,wa,llandilo,1922,98
796683,noah,trent,9.0,farrer street,02 68367234,None,4101,qld,camp hill,1971,49
118752,rachel,snell,30.0,state circle,08 81757026,oakbank,6148,wa,lismore,1983,37
837565,luke,None,94.0,carlile street,03 49789567,None,3187,vic,ourimbah,1969,51
984884,natalee,matthews,16.0,abernethy street,02 48659189,mayflower retrmnt vlge,5085,sa,point vernon,1909,111
768755,ruby,chandler,8.0,barrow place,08 79977341,None,4000,qld,hinchinbrook,1934,86
317029,isabella,jeffties,1.0,bimberi crescent,0,None,3340,vic,coolroo,1975,45
156273,charlie,dudgeon,23.0,mckinlay street,04 17700684,None,2440,nsw,manly vale,1950,70
358503,george,stubbs,30.0,schuler place,08 84533051,None,2118,nsw,north s ives,1965,55
716166,jessica,nohdnoor,19.0,jardine street,08 50287876,None,2518,nsw,blue haven,1988,32
891327,tara,peachey,7.0,emerton street,08 68129520,None,7250,tas,coomera,1950,70
219968,aimee,blake,3.0,goddard crescent,03 83219144,None,2031,nsw,artarmon,1961,59
477844,jacob,collinson,3.0,freda bennett circuit,02 99311513,None,3097,vic,greenacres,1949,71
700847,alexander,white,28.0,dumas street,07 50487864,None,4305,qld,sunshine,1930,90
110699,nathan,neville,97.0,molineaux place,04 78087604,None,3028,vic,None,1949,71
296133,jarrod,asser,21.0,lett place,07 08359116,None,5062,sa,woorinen,1978,42
634003,lauren,braunack,2.0,lumeah street,08 76845890,inglewood,3315,vic,hamilton,1930,90
119169,peter,white,22.0,rounsevell street,04 37590964,None,4207,qld,penrith,1986,34
618652,phoenix,allchin,1416.0,fellows street,04 27388526,aprt 101,4005,qld,ashfield,1943,77
218413,caleb,white,1.0,ebden street,02 51671801,tinsdal,3174,vic,forrestfield,1943,77
743552,liam,noble,7.0,garratt street,02 27622815,villa 3,4006,qld,hope valley,1910,110
367926,dylan,drysdale,4.0,fawkner street,02 23269087,dickson family practice,1340,nsw,kings cross,1939,81
843537,hanna,ban,40.0,davies place,03 45892798,None,4709,qld,wagga wagga east,1992,28
622988,kyle,scrivenor,16.0,pinkstone place,04 19938644,aha house,6324,wa,flemington,1965,55
224481,james,mccarthy,165.0,macarthur avenue,08 14406980,wattle place,3158,vic,moe,1950,70
315400,lauren,rudd,9.0,preiss place,07 43751812,None,3011,vic,potts point,1947,73
659873,nicholas,white,25.0,woodgate street,02 53837397,None,4034,qld,carlingford,1929,91
917114,benjamin,haeusler,51.0,macpherson street,08 00627858,toora,7250,tas,lake conjola,1900,120
278936,sean,mason,3.0,bullock circuit,04 98354706,eleiwah street,2234,nsw,castlemaine,1931,89
492136,deakyn,weaver,42.0,upton street,04 61102487,eden park,7018,tas,wanniassa,1958,62
970848,georgia,mcgregor,84.0,mansfield place,03 78149630,None,3995,vic,berwick,1919,101
548330,katelyn,howie,25.0,shepherd street,04 89017553,None,3064,vic,eastwood,1946,74
489954,alex,braithwaite,3.0,rohan street,04 53194306,None,2297,nsw,mullumbimby,1948,72
138067,alana,weniton,60.0,julius street,0,None,7004,tas,macgregor,1979,41
798045,kyle,sterry,17.0,parkhill street,07 79180070,None,3429,vic,yangebup,1955,65
877622,lauren,guyatt,49.0,trott place,08 44031239,None,2205,nsw,noble park,1913,107
118073,emma,mcgregor,46.0,le hunte street,04 55438846,None,2602,act,urangan,1984,36
136035,alana,quatermass,6.0,stieglitz circuit,0,None,6056,wa,bargara,1996,24
296049,None,jessup,758.0,tallon place,02 61470362,None,3175,vic,kardinya,1913,107
333782,casey,friedman,709.0,kauper street,04 37448783,None,3135,vic,tully,1941,79
714661,isabelle,rocca,33.0,madigan street,08 22085343,None,5211,sa,pymble,1946,74
969794,bridget,jolly,10.0,alli place,03 24303419,None,7256,tas,nerimbera,1951,69
714805,tiarna,miles,11.0,brookes street,0,grassmere downs,4005,qld,black rock,1998,22
689738,matthew,wilkins,22.0,stuart street,02 78324220,None,7021,tas,westmead,1921,99
634670,abbie,brooker,8.0,bentham street,03 12486997,gracewood aged care centre,5690,sa,artarmon,2009,11
826331,liam,hirzel,48.0,thornhill crescent,02 23865154,blackdowns,2037,nsw,surrey hills,1975,45
557828,hamish,suang,90.0,macfarland crescent,04 60713967,crestwood,4122,qld,greenacre,1930,90
845715,jarrod,ferris,30.0,wilkins street,04 55212788,None,2212,nsw,parramatta,1917,103
161929,jack,garthwaite,11.0,bangalay crescent,04 58594924,None,3182,vic,wyong,1981,39
857771,aleesha,wetzel,3.0,slessor crescent,03 57817948,None,4560,qld,broken hill,1924,96
852878,sarah,spark,3.0,govett place,04 23761473,brentwood vlge,3122,vic,blacksmiths,1959,61
985296,sarah,wynne,56.0,None,04 02056362,caroki,3064,vic,firle,2009,11
767689,brooke,dongas,8.0,wirilda street,04 46833731,None,3150,vic,mckinnon,1928,92
880965,katherine,stearnes,51.0,bugden avenue,08 91221978,None,2830,nsw,carrara,1943,77
387313,bayley,rocca,73.0,hyde place,02 86528253,waratana,3350,vic,warnbro,1931,89
187468,jasmine,rau,211.0,banks street,08 19544063,None,5214,sa,wamuran,1928,92
134594,grace,mason,225.0,melrose drive,07 08131599,None,7190,tas,st peters,1935,85
291703,trevor,patafta,14.0,totterdell street,07 65827794,None,5690,sa,atherton,1953,67
145033,jacob,ziersch,6.0,garrick street,03 29027180,None,3053,vic,denham,1937,83
687421,mitchell,matthews,7.0,heard street,07 09146562,None,5277,sa,north rocks,1945,75
173861,sam,white,5.0,marquet retreat,08 32408468,None,3931,vic,None,1908,112
807650,brianna,vearing,60.0,thomas hales place,07 73103501,None,2603,act,parilla,1932,88
393894,fynn,green,13.0,barringer street,02 83059284,None,4053,qld,newmarket,1961,59
664749,dylan,forlot,39.0,ferguson circuit,03 54078092,ranchers bridge,5161,sa,moranbah,1967,53
567016,ella,chwalczyk,92.0,glenbawn place,02 72828306,oberne park,3178,vic,lalor,1910,110
178222,bianca,alderman,5.0,chevalier street,04 28114091,None,4800,qld,kiara,1901,119
736308,peta,coulson,3.0,None,07 61324433,None,4562,qld,gundillion,1929,91
910658,aidan,miles,53.0,currong flats,03 82066501,None,2160,nsw,adelaide,1924,96
893153,zac,george,128.0,bokhara circuit,03 27574258,None,2830,nsw,burwood,1923,97
644897,benjamin,reece,12.0,davey crescent,07 99932716,None,2122,nsw,garbutt,1966,54
754801,marcus,mullin,750.0,hugh mckay crescent,08 05017786,None,2097,nsw,figtree,1938,82
303981,finn,spall,26.0,walton street,02 22161007,None,6107,wa,eaglehawk,1989,31
204211,brody,george,26.0,yelland place,08 08943701,None,5042,sa,burwood,1928,92
286321,andrew,mcphail,196.0,moncrieff street,04 89513865,denhill,4017,qld,keiraville,1933,87
542111,None,oliphamt,40.0,southwell street,08 16702453,None,4114,qld,bossley park,1986,34
587689,cameron,helling,8.0,fornax street,0,None,2114,nsw,cairns,1933,87
960952,luke,hilto,68.0,bamfors street,04 36333360,None,2773,nsw,tyabb,1977,43
556956,richard,rundle,53.0,molesworth street,07 30925310,None,5032,sa,turner,1963,57
950741,anna,penno,8.0,mulley street,08 90424313,alexandra racecourse,3109,vic,st clair,1903,117
129984,ella,beaumaris,15.0,fullagar crescent,08 60989775,None,3943,vic,wongaling beach,1974,46
743235,brooke,delohery,20.0,cowper street,0,None,7250,tas,collinsvale,1970,50
829182,emiily,paterson,25.0,stephen street,03 05897340,None,5251,sa,mill park,1990,30
105901,henry,fusco,17.0,mount vernon drive,07 93100768,None,1000,nsw,bundaberg,1986,34
262624,ned,meaney,37.0,dixon drive,04 19354199,milamba,3107,vic,cairns,1996,24
322317,patrick,cheers,3.0,toolambi street,02 49352858,lonesome dove,5169,sa,morwell,1987,33
393199,jayden,gillard,35.0,la perouse street,0,lamont park,3121,vic,valla,1953,67
793045,alana,bastiaans,74.0,hargrave street,03 13829845,phillip island,2680,nsw,prospect,2012,8
245788,georgia,milburn,5.0,None,0,wonba,3630,vic,berwick,1952,68
738387,thomas,masoh,11.0,mayfield hill street,03 32822464,eden park,2023,nsw,brunswick heads,1991,29
635426,xepheren,matthews,19.0,st clair place,07 99087397,None,5731,sa,ballarat,1968,52
790658,jonah,finlay,125.0,newman morris circuit,08 33164392,None,3015,vic,kulnura,1940,80
123429,bailey,roepcke,47.0,fawkner street,08 87795234,None,4211,qld,thornbury,1973,47
674488,sylvie,coffey,132.0,mccawley street,02 80087164,None,3911,vic,eaton,1994,26
302380,kyle,morrison,13.0,a'beckett street,07 12817666,None,3109,vic,orange,1985,35
541460,riley,vincent,62.0,fisken crescent,07 33147474,None,3527,vic,old guildford,1917,103
872577,sophie,oo,20.0,merv waite street,02 38718381,None,5066,sa,batlow,1903,117
345127,stelio,bradshaw,4.0,hardwick crescent,03 02854055,eden park,3173,vic,glen innes,1982,38
987700,amber,westbrook,6.0,huon place,04 56850628,None,2848,nsw,bangor,1978,42
860801,joshua,coudraye,8.0,grove place,03 44040927,None,2287,nsw,tent hill upper,1986,34
117347,madison,crossman,70.0,onkaparinga crescent,08 44937861,melody cottage,2906,act,kaleen,1950,70
772280,nicholas,gibbett,11.0,hinchcliffw e place,04 12466041,brightwater villas,6535,wa,anglesea,1976,44
656110,benjamin,clarke,0.0,alroy circuit,02 55943586,warra view,2428,nsw,tweed heads south,1916,104
664396,anika,nguyen,28.0,aspinall street,03 73019972,None,6065,wa,broome,1961,59
582315,alexandra,lemmer,17.0,howitt street,07 70399724,kinross farm,2126,nsw,lalor,1992,28
107967,rhiannon,ayres,17.0,fuhrman street,02 31436499,None,2217,nsw,forest hill,1975,45
997151,jacob,greenhalgh,15.0,moon place,04 08353688,henry kendall bayside,5163,sa,launching place,1939,81
636159,lucas,wilkins,76.0,plant road,07 63719537,None,4356,qld,spring hill,1958,62
325371,brooke,idzikowski,35.0,thomas place,02 74738974,dawlish,2539,nsw,penshurst,1920,100
308524,joshua,lihou,118.0,pinkerton circuit,03 23656444,None,2133,nsw,st kilda east,1907,113
829630,bradley,mercorella,320.0,None,07 20180080,None,2041,nsw,bringalily,1911,109
264685,ethan,white,16.0,giles street,03 08314627,None,5067,sa,port adelaide,1993,27
652467,lara,mason,15.0,euree street,08 17854611,None,3055,vic,winmalee,1934,86
351537,henry,clarke,24.0,maconochie crescent,03 08537174,None,4214,qld,morven,1959,61
807548,isabella,None,37.0,stanfield close,04 64593307,None,6230,wa,mooroolbark,1933,87
941531,lachlan,o'shannessy,17.0,badimara street,02 90403988,None,6153,wa,guyra,2009,11
659550,tansy,lowe,434.0,langdon avenue,03 29819927,kalinda park,3130,vic,fullarton,1994,26
964645,madeline,widdowson,18.0,harrison street,04 25868055,None,5093,sa,para hills,1988,32
479551,aleisha,ramiro,95.0,laptz close,08 60316509,None,6432,wa,somerset,1989,31
571082,taylah,royle,44.0,maughan crescent,02 84355911,rocklea,3056,vic,strathdickie,1933,87
972701,karli,clarke,17.0,sanderson close,02 57812972,None,4745,qld,kellyville,1961,59
160545,evan,reid,2.0,minchin place,03 34884476,None,2795,nsw,mount stuart,1916,104
334555,elly,thorpe,8.0,gulgong place,02 31118192,None,2644,nsw,sefton,1939,81
323894,joshua,sellmann,3.0,imlay place,03 30998125,rosehill,7016,tas,nunawading,1999,21
827506,ruben,zilm,57.0,richter close,08 83964241,None,6020,wa,eaglehawk,1931,89
402066,flynn,clarke,45.0,mawson drive,02 46564186,seaforth garden,2481,nsw,toowoomba,1990,30
667201,samantha,mort,4.0,cheyne place,07 38306817,None,4575,qld,wanniassa,1947,73
459177,grce,campkbll,1.0,druitt place,02 87489361,None,4132,qld,cowra,1963,57
466936,travis,thorpe,7.0,must circuit,03 11628425,None,4160,qld,darling heights,1902,118
350497,zac,thredgold,3.0,mcquade close,03 87863673,None,4875,qld,withcott,1991,29
543057,joel,beattie,2.0,knoke avenue,02 93395458,medcl cntr (cnr queen s street,4005,qld,bells bridge,1981,39
801692,kaela,marina,207.0,powell street,07 37193328,None,2652,nsw,stieglitz,1950,70
585278,matthew,steinert,12.0,boustead circuit,03 20003312,None,3169,vic,florey,1925,95
256104,lachlan,bullock,18.0,padbury street,08 32675328,None,2088,nsw,harbord,1911,109
793206,joshua,winnall,260.0,belconnen way,08 36027475,None,2759,nsw,tantanoola,1976,44
814834,madison,werneburg,7.0,tate street,0,mlc centre,2759,nsw,hay,1950,70
144936,natalia,braunack,99.0,lachlan street,04 62916220,cooralook,4508,qld,tallebudgera valley,1963,57
785154,reeve,fullgrabe,8.0,downes place,04 82957026,None,3465,vic,quambatook,1945,75
816948,harrison,browne,14.0,de burgh street,04 38351461,None,2076,nsw,wandi,1950,70
302056,dale,paterson,149.0,lawley street,04 08326868,None,3170,vic,bellevue hill,1908,112
325469,thomas,webb,5.0,hobart place,04 61542701,bexley,6108,wa,peakhurst,1920,100
128141,christopher,molland,42.0,chataway crescent,03 29639393,None,2429,nsw,glenwood,1946,74
237478,paul,matrehws,403.0,ainslie avenue,07 99527795,None,2035,nsw,blacktown,1989,31
197359,michael,cowell,7.0,chave street,02 03940459,None,3125,vic,blakehurst,1977,43
254363,declen,mahony,328.0,bandt place,07 49534847,None,3195,vic,valla,1975,45
665856,ethan,stolz,186.0,holden crescent,08 25094986,None,3150,vic,mayfield,1910,110
721827,bailey,white,16.0,longmore crescent,04 77554892,glenview,4625,qld,bundaberg,1986,34
671139,melanie,wandell,46.0,clancy street,07 10603625,lazy acres,2230,nsw,coolum beach,1982,38
593158,campbell,westbrook,111.0,rischbieth crescent,04 63476013,dianella masonic village (cnr cornwell s,4680,qld,chatham,1917,103
679111,jordan,jasniach,67.0,hopetoun circuit,08 01341117,None,2218,nsw,adamstown,1967,53
123312,nicholas,coleman,42.0,ashburner street,02 15324955,tyrolean vllge,2318,nsw,kempsey,1959,61
527387,riley,milburn,12.0,rohan street,03 22597776,sierra oaks,2040,nsw,woree,1940,80
534995,andrew,coleman,7.0,o'connell street,03 50491726,None,5700,sa,como,1905,115
824188,ethan,gilkes,83.0,lynch street,02 60305701,None,4556,qld,flagstaff hill,1916,104
600531,lauren,None,48.0,sherwin place,04 39138866,None,5061,sa,gowanbrae,1997,23
985155,jack,ribeiro,20.0,ranken place,0,None,2035,nsw,bayswater,1993,27
898843,casey,None,667.0,bunbury street,02 38702748,None,5608,sa,warneet,1906,114
596037,naomi,wardle,6.0,None,02 32584729,None,828,nt,maryborough,1979,41
349062,caitlyn,carbone,34.0,dallachy place,07 78100423,strathmore vineyard,2666,nsw,toorak,1924,96
943441,emiiy,marlow,23.0,julia flynnxavenue,03 85350289,None,5043,sa,magill,1970,50
508638,chantelle,neumann,12.0,None,0,None,4305,qld,forbes,1972,48
535684,adam,millar,463.0,bentham street,04 44295449,None,2284,nsw,mansfield,1985,35
656659,jaimee,noble,61.0,campbell street,03 82923089,None,7010,tas,smithfield,1936,84
157022,kaitlin,None,160.0,mccarthy place,02 71625353,None,3020,vic,maryborough,1927,93
433373,oscar,browne,170.0,heales place,07 78750986,tupelo,3550,vic,mackay north,1904,116
199071,claudia,chandler,14.0,snowy place,07 31918016,None,2204,nsw,whittington,1998,22
282268,nicholas,tsonis,0.0,lanley square,02 36869676,None,2145,nsw,mona vale,1950,70
458918,jayden,None,15.0,maclean street,03 94697071,grndlwd estate,3268,vic,east launceston,1969,51
589626,niamh,benger,89.0,waddell place,08 38549167,rayak dp,6025,wa,winston hills,1961,59
388859,emiily,mason,56.0,gurubun close,04 14787267,None,3059,vic,wilston,1929,91
914037,jasmine,george,641.0,totterdell street,08 31526834,None,2903,act,moss vale,1989,31
724141,larissa,harrington,27.0,cordeaux street,07 17590052,conor-nor,5115,sa,yarram,1969,51
655462,mitchell,morrison,399.0,crozier circuit,07 74358747,white meadows,3153,vic,kirrawee,1920,100
597660,chloe,friebel,12.0,willcock place,04 20062634,argyle village,6076,wa,taringa,1924,96
176373,callum,matthews,6.0,catchpole street,03 72545703,rimrock,3927,vic,rothwell,1989,31
955684,jaime,philps,11.0,moulden court,04 32698826,None,2250,nsw,st johns park,1906,114
293021,jairus,white,7.0,duggan street,04 07142287,laurieton hvn ret,2548,nsw,burleigh waters,1949,71
293718,jenna,hingston,609.0,paterson street,08 86013310,whispering pines,4300,qld,kalbar,1992,28
694305,lucy,bishop,30.0,hambidge crescent,04 61781687,kankama,2152,nsw,broome,1924,96
163037,caleb,flannery,142.0,tarrant crescent,04 42654261,None,4350,qld,avondale heights,1929,91
714106,tara,geraghty,19.0,jaeger circuit,07 85463862,village on the green,3912,vic,mill park,1959,61
630836,reuben,vitkunas,7.0,sundew crescent,02 56636618,millard centre,4551,qld,pacific paradise,1936,84
741269,alexandra,bruhn,15.0,couvreur street,02 28726178,royal brisbane hospital,4021,qld,north ryde,1918,102
334213,jenna,huddy,7.0,wybalena grove,08 05549921,bompa,2305,nsw,cranbourne,1901,119
304366,william,povey,589.0,geerilong garden,03 69600221,None,6054,wa,western gardens,1985,35
602420,matthew,rawlings,24.0,rivett street,0,None,2113,nsw,surry hills,1948,72
254249,christina,shepherd,92.0,legge street,03 93313974,None,3064,vic,blacktown,1945,75
386166,madeline,None,10.0,birdwood street,07 01997795,None,2745,nsw,port macquarie,1989,31
730585,georgia,richmond,1.0,carina street,03 43350932,None,3765,vic,glenhaven,1948,72
760902,chloe,lamprey,44.0,bingham circuit,04 86472925,hairdressing salon,6069,wa,keysborough,1948,72
322084,madeline,green,22.0,warner place,08 53913180,bowan downs,7140,tas,blacktown,1976,44
589536,katie,bottroff,241.0,bainton crescent,02 95160796,None,6401,wa,lilydale,1981,39
160428,benjamin,wilkins,0.0,wargila place,07 53510702,None,4159,qld,penrith,1917,103
778100,madeline,deroos,64.0,mawalan street,07 74099998,the summer place,4410,qld,None,1910,110
421497,dylan,campbell,19.0,burnett street,03 63639834,None,2220,nsw,clovelly,1918,102
737420,benjamin,clarke,10.0,freda gibson circuit,03 58954699,None,3148,vic,corio,1911,109
287604,jaggah,beams,810.0,withnell circuit,04 64176146,jacqoona station,3071,vic,mill park,1983,37
640340,freya,hearn,211.0,augustus close,03 66769751,wayside,2111,nsw,moorabbin,1911,109
200689,jessica,ferris,5.0,stumm place,08 19067171,None,2261,nsw,loganholme,1950,70
802436,zali,pakos,1.0,churchill way,02 24539228,None,4159,qld,ulverstone,1942,78
546636,matthew,None,129.0,tewksbury circuit,07 13776953,None,2570,nsw,dapto,1929,91
756031,marianne,mitton,95.0,None,0,knmre street,5051,sa,adelaide,1972,48
362307,emiily,boxer,71.0,benaroon circuit,03 20648248,None,4104,qld,glendale,1991,29
403568,holly,campbell,17.0,moondarra street,07 32685562,clifden,6110,wa,kurwongbah,1943,77
602754,joshua,glennon,21.0,medworth crescent,07 95483319,little paddocks,3192,vic,mount pleasant,1983,37
563547,amelia,reid,11.0,bethune close,04 89201541,None,2073,nsw,lalor,1938,82
503850,mia,berry,9.0,kevin street,04 24935876,None,2760,nsw,coolum beach,1979,41
235870,sophie,menzies,11.0,allchin circuit,03 11798352,wisteria,6027,wa,smythes creek,1909,111
384564,toby,stroeh,34.0,condamine street,02 27202036,None,4701,qld,kogarah,1975,45
610259,blaize,None,55.0,sid barnes crescent,07 37597077,flowerydale,4020,qld,bundamba,1950,70
744863,deakin,nesham,92.0,slessor crescent,03 43425590,None,3058,vic,maiden gully,1989,31
882518,antonio,crouch,39.0,quick street,03 52179969,None,2015,nsw,malabar,1956,64
391444,sean,weaver,27.0,howey place,07 38798634,None,2370,nsw,robina,1996,24
976313,joshua,hope,2.0,longworth place,08 64021878,airforce memorial estate,2305,nsw,mermaid waters,1918,102
110749,charlotte,paterson,1.0,harris street,04 69149431,nazareth village,3218,vic,joondanna,1915,105
728419,alyssa,buckoke,3.0,totterdell street,02 53294110,homefield home,4216,qld,safety bay,1987,33
780481,juliana,reid,14.0,decker place,03 08239672,None,2527,nsw,bomaderry,1974,46
399631,chelsea,le messurier,41.0,biddlecombe street,04 89751706,bangor centre,5009,sa,kincumber,1905,115
325019,lily,nelsen,142.0,None,04 85584388,None,5091,sa,tanilba bay,1968,52
526577,taylah,thredgold,54.0,glasgow street,07 49150767,frost mews,5162,sa,upwey,1980,40
