,Unnamed: 0,patient_id,given_name,surname,street_number,address_1,phone_number,address_2,postcode_updated,state_updated,suburb_updated,dob_updated,age_final
9101,9101,953349,amber,rau,32.0,sproule circuit,04 73208149,None,2060,nsw,worrigkee,1978,42
9128,9128,165184,isaac,broxam,736.0,morrison street,03 78526997,None,3160,vic,penguin,1942,78
9140,9140,847320,None,wehr,57.0,christmas street,03 15451529,None,3068,vic,mount victoria,1982,38
9154,9154,657749,marleigh,noble,7.0,strickland crescent,03 14568594,None,4812,qld,allambie heights,1920,100
9203,9203,593896,lia,louca,53.0,ballumbir street,03 78308335,None,6060,wa,kariong,1948,72
9212,9212,131556,cooper,ryan,65.0,smeaton circuit,04 35746986,None,4350,qld,sale,2005,15
9294,9294,925854,mitchell,rundle,6.0,macdowell street,0,rockwood,3155,vic,paddington,1939,81
9309,9309,398451,grayson,lowe,4.0,melba street,04 24267634,tantallon,2672,nsw,sunnybank,1989,31
9313,9313,840045,caleb,afford,21.0,hawkesbury crescent,02 94565984,None,2880,nsw,boulder,1908,112
9318,9318,722995,ethan,mccarthy,20.0,blackburn street,02 81234799,None,2106,nsw,robina,1943,77
9329,9329,612177,chrisgopher,matthews,237.0,cullen street,07 49051688,None,6450,wa,mayfirld,1951,69
9335,9335,393313,leah,egan,10.0,fawknertreet,04 11572578,None,2528,nsw,warracknbeal,1953,67
9356,9356,939141,casey,None,17.0,rosebery street,08 36636317,None,2285,nsw,figtree,1970,50
9421,9421,950181,ebony,rawlings,83.0,spica street,0,sunny braes,3156,vic,albany creek,1990,30
9441,9441,848987,elizabeth,colquhoun,23.0,hawdon street,08 18308644,crosslands,3140,vic,tharbogang,1973,47
9461,9461,132940,aleisha,ramiro,80.0,laptz jlose,08 60316509,None,6432,wa,somerset,1959,61
9465,9465,306717,lillian,coleman,159.0,allambeen street,03 72090059,congreave court,5214,sa,kelmscott,1985,35
9489,9489,148784,abbey,mcgrlhor,107.0,maclagan street,04 60018297,wyuna,3977,vic,kardknya,1993,27
9495,9495,281413,jordyn,wallen,0.0,tallara parkway,08 27976473,None,2074,nsw,tuart hill,1924,96
9546,9546,577843,isabella,lissner,33.0,standbridge place,03 16576051,None,2291,nsw,spring hill,1940,80
9555,9555,165030,marcus,reinbhach,1.0,dive place,08 38366451,marina northbridge,3931,vic,hazelbrook,1967,53
9558,9558,307397,isabella,lowe,23.0,woollum street,04 74526652,None,4101,qld,deniston east,1959,61
9563,9563,155182,noah,hindmarch,20.0,katherine avenue,03 37899397,None,3806,vic,rosetta,1975,45
9584,9584,769113,kera,szczecinski,8.0,melrose drive,08 94905506,None,3941,vic,lynbrook,1905,115
9596,9596,399345,dillon,aspinall,679.0,squire place,04 72158350,None,2341,nsw,botany,1992,28
9648,9648,212036,luke,hilton,68.0,bamford street,04 36333360,None,2773,nsw,tyabb,1977,43
9653,9653,690348,andrew,ryan,20.0,mainwaring rich circuit,0,None,6000,wa,3020,1976,44
9662,9662,212313,macormack,rynan,80.0,ponsford place,07 35367744,camerons creek,4575,qld,burnside,1925,95
9684,9684,275405,emiily,bartel,12.0,worrall ltreet,08 28969178,iron shoe lodge,2076,nsw,moranbah,1936,84
9702,9702,752694,beth,clarke,50.0,osmand street,08 91194518,kincumber nautical vlge,836,nt,port macquarie,1975,45
9714,9714,541848,matthew,teague,11.0,morrison street,04 19702338,hawkesbury natural health acupuncture ce,7315,tas,None,1921,99
9724,9724,794186,kyle,sherriff,5.0,jim pike avenue,02 22087371,cuthberts court,6111,wa,bossley park,1948,72
9725,9725,189051,matthew,white,0.0,altsoncircuit,07 93690529,None,3204,vic,north sydney,1912,108
9763,9763,109583,erin,rudd,6.0,totterdell street,07 56883796,mannafields farm,2731,nsw,cairns,1950,70
9791,9791,521863,None,lipscombe,1075.0,wolgal place,07 35545742,cherry haven,3083,vic,chinchilla,1930,90
9797,9797,195119,amber,None,79.0,burkitt street,02 31920085,reg simpson court,3142,vic,winston hills,1971,49
9803,9803,910830,mitchell,madigan,8.0,vasey crescent,07 23987358,None,3500,vic,wangaratta,1924,96
9806,9806,253412,mitchell,green,5.0,mckillop circuit,02 08989117,None,2220,nsw,glenmore park,1996,24
9810,9810,641770,amber,theodore,10.0,ashburton circuit,07 80653308,None,5164,sa,laverton,1970,50
9849,9849,612438,liam,lamprey,5.0,marou place,04 49778923,None,5086,sa,woy woy,2009,11
9885,9885,101620,harriet,burnell,16.0,johnston street,03 94357788,sec 960,7301,tas,kingsford,1982,38
9901,9901,987278,sophie,green,16.0,None,08 85475258,rocor,4159,qld,springwood,1991,29
9908,9908,189743,mitchell,green,4.0,mckillop curcuit,02 08989117,None,2220,nsw,glenmore park,1996,24
9912,9912,858795,grayson,lowe,9.0,melba street,04 24267634,tantallon,2627,nsw,sunnybank,1989,31
9930,9930,918749,george,stubbs,30.0,schuler place,08 84533051,None,2118,nsw,north st ives,1965,55
9937,9937,410414,melani,wheatley,54.0,antis street,02 86042707,jacklin park farmstay,3444,vic,eleban,1946,74
9947,9947,123723,courtney,geraghty,13.0,goldfinchskircuit,08 27446355,ilumba gardens home,3013,vic,heathpool,1992,28
9959,9959,388172,tristan,mednis,26.0,verbrugghen street,02 65534949,None,3129,vic,salisbury,1999,21
9971,9971,246115,zac,george,128.0,bokhara circuit,03 27574258,None,2893,nsw,burwold,1923,97
19,19,887201,mitchekl,stephenskon,58.0,rosman circuit,03 85151806,None,2359,nsw,eastwood,1932,88
35,35,256730,xani,soulemezis,34.0,macrossan rescent,07 24955924,sec 1,2192,nsw,mullumbimby creek,1989,31
40,40,627035,ellorah,parr,12.0,bosworth circuit,08 40688028,killune,3523,vic,ardeer,1903,117
58,58,765987,alicia,clarke,39.0,badenoch crescent,07 16836996,None,4066,qld,gidgegannup,1970,50
60,60,339931,madison,morrison,14.0,barber crescent,08 58415422,inverpine ret vill,3199,vic,carlingford,1948,72
91,91,661353,beth,clarke,50.0,osmand nstreet,08 91194518,None,836,nt,port macquarie,1975,45
124,124,803550,jake,george,5.0,burkitt street,04 75210574,the willows,4551,qld,paralowe,2008,12
129,129,113986,samuel,menzies,28.0,benny place,07 21513738,oreel,4555,qld,toronto,1947,73
140,140,894824,benjamin,seddon,113.0,monaro crescent,03 07007789,None,4060,qld,yunderup,1905,115
182,182,827270,etahn,mccarthy,2014.0,blackburn street,02 81234799,None,2106,nsw,robina,1943,77
203,203,642335,joshua,godfrey,180.0,narambi street,03 08600403,drayton,4567,qld,morwell,1992,28
231,231,693128,kye,nguyen,24.0,wakelin circuit,07 76329772,brentwood village,2250,nsw,granville,1935,85
237,237,293075,connor,green,0.0,corowa estate,04 00830746,bambridge street,4507,qld,greenwood,1997,23
244,244,691460,benjamin,weidenhoffer,436.0,kadina crescent,03 02607538,None,7310,tas,joyndr,1954,66
248,248,870746,tyler,able,15.0,marcus clarke street,02 00493853,None,3333,vic,wannissa,1983,37
292,292,212547,stekla,matthews,164.0,canberra avenue,04 26366892,None,2011,nsw,waramanga,1969,51
297,297,758271,aiden,meseek,6.0,cameron street,07 34339249,None,2500,nsw,clahton,1938,82
301,301,577095,joshua,bellamly,41.0,namatjiracdrive,03 61524567,None,4574,qld,clayfield,1963,57
332,332,798376,tristan,hirsinger,3.0,eggleston crescent,0,None,4700,qld,invermay,1998,22
333,333,369544,georgia,hope,176.0,constitution avenue,04 70023929,None,3025,vic,brunswi heads,1938,82
336,336,639439,casey,None,17.0,rosebery street,08 36636317,minjarra,2285,nsw,figtree,1970,50
337,337,690978,hannah,simmomds,0.0,webster street,02 74860059,compass adjuster hills,2285,nsw,cundletown,1975,45
362,362,881474,cooper,stephenson,36.0,disney court,02 73266082,None,3158,vic,somerton park,1908,112
366,366,718467,brielle,tippins,2542.0,janari place,02 04356284,None,6530,wa,benoj,1989,31
426,426,748307,taylah,miles,7.0,burrinjuckdcrescent,03 64653013,rockwood,5125,sa,adamstown heights,1997,23
488,488,749150,benjamin,weidenhoffer,436.0,kadina crescent,03 02607538,None,7310,tas,joyner,1954,66
516,516,827975,nicholas,fitzpatrick,3429.0,taylor place,08 37654995,None,4560,qld,normanhurst,1968,52
538,538,844840,camefn,monjean,40.0,hicks steet,04 96506229,None,5108,sa,figtree,1975,45
539,539,200235,mitchell,stephenson,56.0,rosman circuit,03 85151806,None,2539,nsw,eastwood,1932,88
561,561,814998,tahlia,coleman,24.0,furey street,02 02079822,None,3163,vic,boondall,1900,120
564,564,612153,isabelle,benger,10.0,cotter road,04 92251225,None,2096,nsw,bethaia,1981,39
582,582,876665,madrlixe,beadell,117.0,groom street,08 81656149,None,4218,qld,wyoning,1923,97
605,605,291232,alicia,clarke,39.0,badenoch crescent,07 16836996,golden down,4066,qld,gidgegannup,1970,50
609,609,497827,hollie,hope,14.0,blacket street,08 41637341,None,2154,nsw,risdon vale,1991,29
622,622,814635,katie,mccarthy,903.0,charteris crescent,07 63811102,eagle view,2820,nsw,elliminyt,1910,110
635,635,431593,adam,schumann,20.0,bunurung close,02 01272164,None,2289,nsw,bonython,1927,93
636,636,707274,nathan,brain,35.0,milari street,02 36697860,buffel rise,3204,vic,malvern east,1938,82
662,662,257164,jacl,vincent,803.0,toms creucent,04 93625543,None,3189,vic,campsie,1997,23
675,675,933727,belinda,forgie-wendt,52.0,kulgera street,03 17328767,merri banks,4242,qld,forest hill,1910,110
707,707,566152,joel,bradshaw,13.0,kerrigan street,04 68871598,None,2192,nsw,lauderdale,1946,74
742,742,631089,kobe,campbell,10.0,giles street,02 93280129,None,4700,qld,penshurst,1934,86
774,774,494540,harriet,burnell,10.0,johnston street,03 94357788,sec 960,7301,tas,kingsford,1982,38
780,780,303196,kiria,ryam,3.0,beazley crescent,02 95589027,kimberoey,2067,nsw,rosewhite,1989,31
783,783,126790,bridget,white,5.0,wittenoom crescent,04 67557853,None,4670,qld,peregian beach,1977,43
802,802,273416,mariane,kaminskas,69.0,gabriel place,02 94161922,None,2680,nsw,wangi wangi,1958,62
842,842,359214,hannah,strcck,1.0,academy close,08 98425146,None,2159,nsw,kingsford,1939,81
864,864,446809,joshua,sidman,61.0,legacy vlge,03 03072599,jelbart street,3057,vic,tweed heads,1908,112
868,868,520571,melinda,mamczak,24.0,gatehouse place,08 76276723,None,2095,nsw,cecil nills,1982,38
873,873,802965,thomas,None,2.0,gormanston crescent,03 87848683,kookaburra village,3500,vic,anglesea,1984,36
889,889,673695,mattyew,dixon,52.0,millhouse crescent,03 49085763,None,3214,vic,highett,1909,111
896,896,418714,None,lipscoimbe,1075.0,cherry haven,07 35545742,wolgal place,3083,vic,chinchilla,1930,90
942,942,943523,taliah,monaco,15.0,national circuit,0,None,4211,qld,hillside,1917,103
943,943,646237,emma,neville,433.0,mcelhone xourt,07 23299763,None,6198,wa,burnside,1952,68
997,997,170390,jordyn,waller,0.0,tallara parkway,08 27976473,None,2074,nsw,tuart hill,1924,96
1023,1023,871954,matthew,coxon,11.0,read place,03 69841288,tullinga,2473,nsw,chain valley bay,1931,89
1027,1027,311791,olivia,zarevax,9.0,henty street,08 87474386,hillendale,2026,nsw,tannymorel,1945,75
1047,1047,211195,sophie,green,16.0,None,08 85475258,rocor,4159,qld,sprihmgwood,1991,29
1057,1057,848589,christopher,matthews,237.0,cullen street,07 49051688,None,6450,wa,mayfield,1951,69
1085,1085,915131,georgia,hope,176.0,constitution avenue,04 70023929,None,3025,vic,brunswick heads,1938,82
1100,1100,662926,None,green,93.0,doolette place,0,lonesome dove,2444,nsw,alice springs,1933,87
1122,1122,366776,talia,chowdhury,66.0,lewin street,02 25001242,None,2192,nsw,mortlake,1991,29
1129,1129,567010,lucas,lauss,6.0,jennings street,03 19986135,None,3131,vic,penrith,1974,46
1139,1139,181264,lachlan,clarke,17.0,None,02 38028318,combogolong,2084,nsw,cohuna,1958,62
1152,1152,365956,hollie,hope,42.0,blacket street,08 41637341,rosemount,2154,nsw,risdon vale,1991,29
1156,1156,625893,isabelle,benger,139.0,cotter road,04 92251225,timaru heights,2096,nsw,bethania,1981,39
1182,1182,899666,jac,bradshaw,4.0,mccaughey street,04 14765024,narraburra lodge,6108,wa,ascot,1950,70
1184,1184,859224,cassandra,twang,15.0,chewings street,08 61745219,None,2118,nsw,normanville,1963,57
1192,1192,984011,taalia,alderman,0.0,blue springs,07 40705624,crowder circuit,3051,vic,ballarat,1952,68
1201,1201,489678,jacob,svenson,48.0,wagga street,02 03546747,walhalla,2009,nsw,kempsey,1943,77
1204,1204,964909,abbry,gree,6.0,wilkins street,08 75306674,None,6110,wa,ballina,1940,80
1209,1209,382762,rosa,aldous,99.0,dunlop street,07 02455018,fourways,2615,act,acland,1956,64
1213,1213,609930,taloa,chowdgurdy,15.0,lewin street,02 25001242,None,2192,nsw,mortlake,1903,117
1217,1217,866641,schkirra,whitf,7.0,cawker place,07 46137414,halycon,3218,vic,st clair,1992,28
1227,1227,108512,charle,whait,20.0,None,07 85078212,None,6020,wa,ebden,1946,74
1246,1246,988266,ebony,rawlinga,84.0,spica street,0,sunny braes,3159,vic,albany creek,1990,30
1269,1269,599097,casey,None,17.0,roseberh street,08 36636317,minjarra,2285,nsw,figtree,1970,50
1276,1276,618545,matbhew,reid,20.0,hawker street,03 28467146,None,2026,nsw,woollahra,1921,99
1289,1289,250168,georgia,webb,1.0,None,08 64633594,None,2603,act,mitcham,1972,48
1312,1312,502662,jacov,vaccafjo,46.0,alice jackson crescent,08 81376824,bardarra,4077,qld,bundanoon,1931,89
1331,1331,274944,caleb,afford,211.0,hawkesbury rescent,02 94565984,None,2880,nsw,bouldeyr,1908,112
1339,1339,402775,adam,kempe,183.0,None,04 56431962,meath mews retrmnt vlge,5070,sa,march,1924,96
1340,1340,491182,amy,conaghty,6.0,agnew sgreet,04 97154459,None,2130,nsw,hurstbrbidge,1950,70
1348,1348,759116,jack,mattheys,16.0,campbell atreet,02 97887340,shingledale,3048,vic,uranagn,1925,95
1361,1361,700613,ned,beaty,8.0,thomas place,03 51040311,midlands terrace,3032,vic,jindlee,1907,113
1375,1375,288014,bianca,kelley,4.0,dixon drive,08 65508869,None,2650,nsw,bundaberg,1950,70
1377,1377,330203,macormack,ryan,7.0,ponsfordplace,07 35367744,camerons creek,4558,qld,burnside,1925,95
1397,1397,275399,christopher,ferris,13.0,coxen street,04 55681057,None,6169,wa,belmont,1906,114
1410,1410,594592,samantha,divona,9.0,hart vlise,07 85673315,None,6016,wa,dover heights,1906,114
1420,1420,611411,amber,theofore,10.0,ashburtonkcircuit,07 80653308,None,5164,sa,laverton,1970,50
1437,1437,301579,nicholas,wyllie,3.0,rochford street,03 14954510,None,2147,nsw,parkinson,1914,106
1468,1468,535165,connor,green,0.0,bambridge street,04 00830746,corowa estate,4507,qld,greenwood,1997,23
1491,1491,651025,jaiden,passmofe,15.0,barlow street,08 58446698,burrawang,2617,act,toowoomba,1929,91
1566,1566,307990,eleanora,boam,13.0,stevensog street,04 56575284,dejarra,6153,wa,ballarat north,1983,37
1583,1583,317215,riley,white,78.0,hargrav eztreet,08 49078666,None,2257,nsw,empire bay,1993,27
1603,1603,356609,joshua,bellamy,41.0,namatjira drive,03 61524567,None,4574,qld,clayfield,1963,57
1609,1609,423412,talixsa,brammy,11.0,wtreet james,02 77001738,tourist park,5333,sa,maryborough,1906,114
1620,1620,140809,serena,angie,2.0,simpson street,08 14978298,None,830,nt,oak fqlts,1936,84
1640,1640,791757,lachlan,wyhne,64.0,beela place,04 48475510,None,6112,wa,terranoa,1962,58
1646,1646,250322,kle,sherriff,5.0,jim pike aenue,02 22087371,cuthberts court,6111,wa,bossley park,1948,72
1669,1669,344883,darcy,hursey,4.0,derry street,04 37548847,None,2780,nsw,jerrabomberra,1939,81
1673,1673,221789,nicholas,fitzpatrick,3429.0,taylor place,08 37654995,None,4560,qld,normanhuest,1960,60
1682,1682,724712,teegan,fletcher-jones,98.0,brown street,0,None,2030,nsw,woollahra,1992,28
1686,1686,658296,lachlan,ryan,31.0,hagen place,08 27875756,None,4223,qld,caulfield north,1993,27
1692,1692,375494,amber,rau,32.0,sproule circuit,04 73208149,None,2060,nsw,worrigee,1978,42
1695,1695,652433,charlie,godfrey,14.0,ebenezer sgreet,03 13532032,rosedale,2440,nsw,warrandyte,1909,111
1703,1703,385195,jake,george,7.0,burkitt srreet,04 75210574,the willows,4551,qld,paralowie,2008,12
1729,1729,564071,jaz,cromer,27.0,cliftscrescent,07 93412565,None,3201,vic,lakemba,1957,63
1741,1741,956774,amber,None,59.0,burkitt street,02 31920085,reg simpson court,3142,vic,winston hills,1971,49
1743,1743,767542,louis,blackwell,10.0,dartnell street,02 97010866,None,2046,nsw,bibra lake,1983,37
1749,1749,144813,sophie,dorling,51.0,groveland crescent,03 66741441,None,2147,nsw,claymorx,1988,32
1753,1753,442703,sienna,rundle,23.0,horan place,04 09956648,None,7018,tas,tighes hill,1940,80
1775,1775,310017,None,wehr,57.0,christmas street,03 15451529,None,3068,vic,mount victoria,1982,38
1780,1780,833547,stephanie,jolly,12.0,nanson place,02 72656849,None,2486,nsw,wellard,1954,66
1794,1794,961291,jasmhn,nicoll,24.0,None,04 98503021,None,2350,nsw,bayswater,1991,29
1802,1802,652076,maggie,quilliam,10.0,blamey cmescent,07 48179754,None,4557,qld,bundaberg,1982,38
1810,1810,931516,deakun,oleszcuk,5.0,farrer street,03 77767257,None,2257,nsw,beecraoft,1973,47
1812,1812,806544,noah,hinddarh,20.0,katherine avenue,03 37899397,None,3806,vic,rosetta,1975,45
1846,1846,497710,chritepher,sami arun,94.0,bourne street,03 40173882,None,2480,nsw,ceduna,1997,23
1863,1863,658924,lewis,matthews,24.0,allawah flats,03 95122427,None,3216,vic,attunga,1969,51
1875,1875,402186,kadin,burrill,4.0,wanganeen avenue,04 06111626,None,4825,qld,mount isa,1987,33
1886,1886,166262,sophpe,clarke,7.0,macdowelluetreet,07 51448277,deergarden caravn park,3624,vic,muradup,1990,30
1956,1956,884108,leah,egan,10.0,fawkner street,04 11572578,None,2528,nsw,warracknabeal,1953,67
1964,1964,576840,giaan,verdins,98.0,archibaldmstreet,03 61840871,uppingham,3140,vic,revesby,1928,92
1965,1965,205228,takeisha,sydorowich,5.0,yumba avenue,08 42964775,springdale,4387,qld,beenleigh,2013,7
1972,1972,972638,lillian,None,19.0,grylls crescent,04 65225381,calderowod,3138,vic,point vernon,1921,99
1976,1976,777894,hamish,lipsstt,0.0,rischbieth crescent,04 46255071,None,2041,nsw,greensborough,1928,92
2013,2013,302053,abbey,mcgregor,107.0,maclagan street,04 60018297,wyuna,3977,vic,kardinya,1993,27
2015,2015,278589,timothy,mccarthy,35.0,griffith place,07 60099656,cantlay farm,3151,vic,mount p erry,1902,118
2038,2038,353973,hayden,shepherd,18.0,gamor street,03 14630666,None,3079,vic,nar na r goon,1924,96
2049,2049,584090,callum,ryan,46.0,fawkner street,08 77386999,beechworth,2300,nsw,burleigh waters,1933,87
2075,2075,666134,jack,clarke,4.0,kaberry place,03 25819653,None,3171,vic,paralowie,1999,21
2095,2095,883204,danielle,haggett,258.0,amess place,02 62350511,None,2484,nsw,wentworth,1976,44
2153,2153,935700,matthew,white,0.0,altson circuit,07 93690529,None,3204,vic,midvale,1912,108
2155,2155,941047,riley,mccurdy,23.0,shumack street,07 86329539,None,4805,qld,beenleigh,1993,27
2158,2158,709996,lachlan,beryr,5.0,de little circuit,08 23486619,kiloran,2650,nsw,bangor,2009,11
2236,2236,506845,koben,webb,63.0,herron crqscent,07 50066933,None,2224,nsw,findon,1993,27
2243,2243,198511,anna,mason,133.0,keith street,04 64903061,locn 5940,2035,nsw,somerton park,1959,61
2261,2261,965580,mollie,cochrane,38.0,ligertwood street,04 12734849,None,5116,sa,cook,1913,107
2264,2264,251094,talia,antoku,9.0,hosking place,08 43580956,None,4670,qld,None,1934,86
2284,2284,325314,lochlan,blak,2580.0,None,02 84630666,None,4216,qld,toowoomba,1908,112
2336,2336,974829,tristtn,mednis,26.0,verbrugghen street,02 65534949,None,3129,vic,salisbury,1994,26
2381,2381,471000,connor,hindley,50.0,alice jackson crescent,03 37920549,bega flats,4355,qld,ringwood east,1931,89
2393,2393,857232,eden,minards,0.0,ampt place,03 94573464,None,5023,sa,mittagong,1956,64
2505,2505,519139,stella,rawlings,347.0,marulda street,07 73995028,scotch college,5061,sa,mosman,1937,83
2547,2547,594509,mikhaili,clarke,83.0,bramina station,02 71424114,None,2749,nsw,loganlea,1964,56
2549,2549,731810,george,rees-curwen,29.0,daintreelcrrscent,02 45366810,australia arcade,830,nt,baxter,1907,113
2591,2591,805475,james,webb,14.0,baker garden,07 24098836,normanhurst,3500,vic,boggabri,1930,90
2597,2597,798012,tynan,clarke,27.0,cargelligo street,04 33825031,canberra hse,4051,qld,eleebana,1920,100
2623,2623,219735,mitchell,madigan,8.0,vasey crescent,07 23987358,None,3599,vic,None,1924,96
2629,2629,863264,benjain,parr,55.0,mountain xdrcuit,04 28843825,westmead accom,3194,vic,rochedale south,1981,39
2634,2634,311830,taaila,None,16.0,mcnicoll place,02 00325977,None,6230,wa,orange,1918,102
2662,2662,398185,april,rawligns,37.0,lelta place,0,windsor detul centre,5011,sa,blacksmiths,1920,100
2675,2675,611083,emiilt,bartei,12.0,worrall street,08 28969178,iron shoe lodge,2076,nsw,moranbah,1936,84
2706,2706,293510,tyler,able,154.0,marcus clarke street,02 00493853,None,3333,vic,wanniasa,1980,40
2717,2717,997767,edward,baillie,8.0,majura avenue,04 21767460,None,4118,qld,bayview,1937,83
2776,2776,270963,kai,campbell,14.0,toms crescent,02 31449585,None,7310,tas,toowoomba,1974,46
2781,2781,959414,abbey,cropper,17.0,bowden crescent,02 90211615,pangani,6237,wa,ringwood,1920,100
2794,2794,317029,isabella,jeffties,1.0,bimberi crescent,0,None,3340,vic,coolroo,1975,45
2796,2796,358503,george,stubbs,30.0,schuler place,08 84533051,None,2118,nsw,north s ives,1965,55
2822,2822,798045,kyle,sterry,17.0,parkhill street,07 79180070,None,3429,vic,yangebup,1955,65
2856,2856,893153,zac,george,128.0,bokhara circuit,03 27574258,None,2830,nsw,burwood,1923,97
2860,2860,204211,brody,george,26.0,yelland place,08 08943701,None,5042,sa,burwood,1928,92
2864,2864,960952,luke,hilto,68.0,bamfors street,04 36333360,None,2773,nsw,tyabb,1977,43
2867,2867,129984,ella,beaumaris,15.0,fullagar crescent,08 60989775,None,3943,vic,wongaling beach,1974,46
2888,2888,772280,nicholas,gibbett,11.0,hinchcliffw e place,04 12466041,brightwater villas,6535,wa,anglesea,1976,44
2905,2905,479551,aleisha,ramiro,95.0,laptz close,08 60316509,None,6432,wa,somerset,1989,31
2908,2908,160545,evan,reid,2.0,minchin place,03 34884476,None,2795,nsw,mount stuart,1916,104
2929,2929,237478,paul,matrehws,403.0,ainslie avenue,07 99527795,None,2035,nsw,blacktown,1989,31
2931,2931,254363,declen,mahony,328.0,bandt place,07 49534847,None,3195,vic,valla,1975,45
3003,3003,780481,juliana,reid,14.0,decker place,03 08239672,None,2527,nsw,bomaderry,1974,46
3038,3038,608679,isabella,clarke,3.0,hirschfeld crescent,02 12420398,None,4210,qld,scarborough,1910,110
3079,3079,129956,willuam,yosy,7.0,barringer street,02 37249432,coaake,3030,vic,fairlgiht,1957,63
3088,3088,471931,jack,jessup,78.0,stone place,08 77804659,mayflower retrmnt vlge,4000,qld,batlow,1920,100
3090,3090,161063,amber,slape,58.0,jukes place,03 79611930,seaforth vlge,4510,qld,north ryde,1907,113
3100,3100,282051,abby,gerafhty,4.0,bird place,07 31638236,riverbdnd,2210,nsw,macquarie fields,1947,73
3106,3106,972637,lauren,mcauslan,10.0,hall street,02 28324179,colonial village,3135,vic,brookvale,1939,81
3155,3155,462644,charlie,condessa,146.0,dowling wtreet,08 42379980,None,3163,vic,emu oark,1953,67
3166,3166,732543,luke,christo,11.0,duffy steeet,08 60883043,None,2594,nsw,toowoomba,1976,44
3168,3168,551157,christian,jolly,20.0,bragg treet,08 90163028,watchorns hill,2634,nsw,burleigh waters,1917,103
3169,3169,158005,isabella,lissner,33.0,standbridge place,03 16576051,None,2291,nsw,spring hell,1986,34
3243,3243,791211,jacinta,morcom,25.0,None,08 50709974,None,2452,nsw,greenwth,1939,81
3245,3245,294509,beth,jessup,696.0,maitland street,08 34815487,allan dale,3844,vic,lance creek,1932,88
3253,3253,792111,oliver,green,26.0,None,03 20439985,None,2148,nsw,carabonica,1965,55
3307,3307,417650,jye,carbone,31.0,elimatta street,03 07028632,inglewood,2768,nsw,spearwood,1946,74
3364,3364,622220,thomas,webb,58.0,giles street,03 10035431,tintagel,2756,nsw,willtton,1967,53
3416,3416,119675,addam,weller,43.0,pankhurst crescent,04 63020165,None,2222,nsw,kareett,1940,80
3419,3419,586799,takeisha,sydorowkch,2.0,yumba avenue,08 42964775,springdale,4387,qld,beenkeigh,2013,7
3440,3440,853158,zack,turtur,17.0,denny street,04 85338899,glen wilga,2195,nsw,nedlands,1939,81
3473,3473,706200,tahlia,capurso,117.0,carrington street,02 93292584,None,2153,nsw,berala,1977,43
3528,3528,290706,deakin,campbell,42.0,chirnside circuit,04 66848999,summervale,3202,vic,strqhan,1933,87
3548,3548,625069,None,chittleborough,719.0,serpentine street,07 87444375,None,3500,vic,plumpton,1993,27
3607,3607,757258,caleb,clayden,10.0,moore street,07 30939969,fairbank,4575,qld,bayswater north,1953,67
3608,3608,628423,sam,culph,1.0,bywateestplace,02 52980940,None,6167,wa,clayfield,1982,38
3634,3634,156481,mollie,cochrane,48.0,ligertwoodnutreet,04 12734849,None,5116,sa,cook,1913,107
3660,3660,195665,luke,hilton,65.0,bamfordmxtreet,04 36333360,None,2773,nsw,tyabb,1977,43
3669,3669,257547,caleb,stanley,22.0,melrose drive,03 07982032,None,2125,nsw,auburn,1961,59
3782,3782,824984,juliana,wilkins,283.0,namatjira drive,08 41452383,None,2800,nsw,wagaman,1908,112
3891,3891,330147,ella,wehner,39.0,andrews street,04 47674345,wallaces ck,3585,vic,scarborough,1920,100
3936,3936,849971,lillian,None,19.0,bugden avenue,04 65225381,calderwood,3138,vic,point vernon,1921,99
4008,4008,199239,allanah,reid,37.0,stanley street,03 18033773,None,2550,nsw,keilor east,1989,31
4032,4032,205848,rosa,aldous,99.0,dunlop street,07 02455018,fourways,2651,nsw,acland,1993,27
4040,4040,986364,samantha,divona,9.0,hart close,07 85673315,None,6016,wa,dover heithts,1906,114
4080,4080,986559,kirra,choi-lundberg,102.0,centaurus street,08 69584599,None,3000,vic,6168,1926,94
4137,4137,839180,amber,slape,58.0,jukes place,03 79611930,seaforth vlge,4510,qld,nort hyde,1907,113
4144,4144,301260,talia,antoku,6.0,hoskingdplace,08 43580956,None,4670,qld,None,1934,86
4162,4162,876676,riley,simmonds,166.0,ambalindum street,07 02048377,None,3501,vic,ascot vale,1981,39
4188,4188,102352,cooper,lindholm,243.0,mackellar crescent,08 51596665,None,6753,wa,safety beach,1943,77
4255,4255,379003,harry,bristow,316.0,crescent officer,07 29162528,None,6210,wa,waroona,1966,54
4263,4263,638181,logan,reid,14.0,clubbe crescent,07 94492272,springwood mews,3134,vic,eaglehawk,1956,64
4272,4272,565918,mitchell,mcgregor,2.0,burkitt street,07 17713514,None,4272,qld,kilcoy,1988,32
4316,4316,430170,james,webb,14.0,baker garden,07 24098836,normanhurst,3500,vic,boggabri,1930,90
4335,4335,413295,thomas,dreyer,13.0,bredbo close,08 15210915,None,2034,nsw,lindfield,1986,34
4377,4377,462462,mitchell,rundne,50.0,hacking crescent,0,None,3182,vic,greenacrde,1961,59
4394,4394,967239,harrison,bristow,156.0,barangaroo street,04 16594097,None,5353,sa,carrum,1932,88
4395,4395,695600,richard,hermans,2.0,goodparla street,07 26649590,nevah farm,3371,vic,valentine,1946,74
